,Title,Author,,Price,Star Rating
865,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
866,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
867,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
868,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
869,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
870,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
871,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
872,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
873,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
874,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
875,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
876,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
877,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
878,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
879,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
880,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
881,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
882,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
883,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
884,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
885,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
886,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
887,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
888,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
889,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
890,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
891,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
892,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
893,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
894,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
895,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
896,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
897,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
898,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
899,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
900,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
901,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
902,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Hardcover,No Date Found,£0.00,4.5 out of 5 stars
903,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
904,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
905,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
906,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
907,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
908,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
909,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
910,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
911,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
912,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
913,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
914,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
915,Building Event–Driven Microservices: Leveraging Organizational Data at Scale,Adam Bellemare,30 Jun 2020,£36.32,4.5 out of 5 stars
916,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
917,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
918,The Privacy Leader Compass: A Comprehensive Business-Oriented Roadmap for Building and Leading Practical Privacy Programs,Valerie Lyons,22 Nov 2023,£42.74,5.0 out of 5 stars
919,Azure Data Factory by Example: Practical Implementation for Data Engineers,Richard Swinbank,20 Mar 2024,£52.24,No Rating Found
920,Designing Deep Learning Systems: A software engineer's guide,Chi Wang,19 Sept 2023,£31.99,5.0 out of 5 stars
921,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
922,"Data Engineering with Databricks Lakehouse Cookbook: Hands-on recipes for building effective solutions using Apache Spark, Databricks, and Delta Lake",Pulkit Chadha,11 Jun 2024,£29.99,No Rating Found
923,Modern Data Architecture on Azure: Design Data-centric Solutions on Microsoft Azure,Sagar Lad,7 Nov 2023,£35.99,4.0 out of 5 stars
924,Essentials of Data Engineering: Create a solid data system plan and build,No Author Found,21 Jan 2024,£0.00,No Rating Found
925,Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Bhargava,31 Dec 2015,£30.08,4.7 out of 5 stars
926,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
927,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
928,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
929,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
930,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
931,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
932,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
933,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
934,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
935,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
936,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
937,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
938,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
939,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
940,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
941,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
942,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
943,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
944,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
945,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
946,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
947,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
948,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
949,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
950,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
951,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
952,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
953,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
954,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
955,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
956,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
957,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
958,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
959,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
960,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
